date,sex,age,ethnicity,population,year
01/01/2013,female,10-14,indian,84,2013
01/01/2013,female,10-14,other_citizen,13.9,2013
01/01/2013,female,15-19,overall,1389,2013
01/01/2013,female,15-19,bumi_malay,738.9,2013
01/01/2013,female,15-19,bumi_other,186,2013
01/01/2013,female,15-19,chinese,260.2,2013
01/01/2013,female,15-19,indian,87.6,2013
01/01/2013,female,15-19,other_citizen,12.9,2013
01/01/2013,female,20-24,overall,1490.3,2013
01/01/2013,female,20-24,bumi_malay,725.9,2013
01/01/2013,female,20-24,bumi_other,178.6,2013
01/01/2013,female,20-24,chinese,267.6,2013
01/01/2013,female,20-24,indian,89.4,2013
01/01/2013,female,20-24,other_citizen,12.6,2013
01/01/2013,female,25-29,overall,1421.6,2013
01/01/2013,female,25-29,bumi_malay,673.6,2013
01/01/2013,female,25-29,bumi_other,160.5,2013
01/01/2013,female,25-29,chinese,267.3,2013
01/01/2013,female,25-29,indian,89.1,2013
01/01/2013,female,25-29,other_citizen,11.1,2013
01/01/2013,female,30-34,overall,1182.7,2013
01/01/2013,female,30-34,bumi_malay,563.6,2013
01/01/2013,female,30-34,bumi_other,132.8,2013
01/01/2013,female,30-34,chinese,250.2,2013
01/01/2013,female,30-34,indian,82.3,2013
01/01/2013,female,30-34,other_citizen,8.3,2013
01/01/2013,female,35-39,overall,971.9,2013
01/01/2013,female,35-39,bumi_malay,450.5,2013
01/01/2013,female,35-39,bumi_other,105.3,2013
01/01/2013,female,35-39,chinese,224.3,2013
01/01/2013,female,35-39,indian,68.6,2013
01/01/2013,female,35-39,other_citizen,5.9,2013
01/01/2013,female,40-44,overall,912.7,2013
01/01/2013,female,40-44,bumi_malay,432.4,2013
01/01/2013,female,40-44,bumi_other,99.7,2013
01/01/2013,female,40-44,chinese,226.3,2013
01/01/2013,female,40-44,indian,66.4,2013
01/01/2013,female,40-44,other_citizen,5.5,2013
01/01/2013,female,45-49,overall,832.2,2013
01/01/2013,female,45-49,bumi_malay,404.2,2013
01/01/2013,female,45-49,bumi_other,87.9,2013
01/01/2013,female,45-49,chinese,220.7,2013
01/01/2013,female,45-49,indian,65,2013
01/01/2013,female,45-49,other_citizen,5.1,2013
01/01/2013,female,50-54,overall,721.9,2013
01/01/2013,female,50-54,bumi_malay,355.5,2013
01/01/2013,female,50-54,bumi_other,74.2,2013
01/01/2013,female,50-54,chinese,197.1,2013
01/01/2013,female,50-54,indian,59.7,2013
01/01/2013,female,50-54,other_citizen,4.2,2013
01/01/2013,female,55-59,overall,594.7,2013
01/01/2013,female,55-59,bumi_malay,295.6,2013
01/01/2013,female,55-59,bumi_other,54.4,2013
01/01/2013,female,55-59,chinese,173.2,2013
01/01/2013,female,55-59,indian,49.6,2013
01/01/2013,female,55-59,other_citizen,3.2,2013
01/01/2013,female,60-64,overall,459.1,2013
01/01/2013,female,60-64,bumi_malay,224.5,2013
01/01/2013,female,60-64,bumi_other,37.5,2013
01/01/2013,female,60-64,chinese,145.5,2013
01/01/2013,female,60-64,indian,37.2,2013
01/01/2013,female,60-64,other_citizen,2.1,2013
01/01/2013,female,65-69,overall,333.3,2013
01/01/2013,female,65-69,bumi_malay,157.2,2013
01/01/2013,female,65-69,bumi_other,29.2,2013
01/01/2013,female,65-69,chinese,112.3,2013
01/01/2013,female,65-69,indian,24.9,2013
01/01/2013,female,65-69,other_citizen,1.5,2013
01/01/2013,female,70-74,overall,219.6,2013
01/01/2013,female,70-74,bumi_malay,103.5,2013
01/01/2013,female,70-74,bumi_other,21.3,2013
01/01/2013,female,70-74,chinese,75.6,2013
01/01/2013,female,70-74,indian,13.8,2013
01/01/2013,female,70-74,other_citizen,1,2013
01/01/2013,female,75-79,overall,152.6,2013
01/01/2013,female,75-79,bumi_malay,70.8,2013
01/01/2013,female,75-79,bumi_other,14,2013
01/01/2013,female,75-79,chinese,53.4,2013
01/01/2013,female,75-79,indian,10.3,2013
01/01/2013,female,75-79,other_citizen,0.6,2013
01/01/2013,female,80-84,overall,78.5,2013
01/01/2013,female,80-84,bumi_malay,34.8,2013
01/01/2013,female,80-84,bumi_other,8.5,2013
01/01/2013,female,80-84,chinese,26.9,2013
01/01/2013,female,80-84,indian,5.6,2013
01/01/2013,female,80-84,other_citizen,0.4,2013
01/01/2013,female,85+,overall,67.9,2013
01/01/2013,female,85+,bumi_malay,33.8,2013
01/01/2013,female,85+,bumi_other,6.5,2013
01/01/2013,female,85+,chinese,20.3,2013
01/01/2013,female,85+,indian,4.1,2013
01/01/2013,female,85+,other_citizen,0.3,2013
01/01/2013,male,0-4,overall,1322,2013
01/01/2013,male,0-4,bumi_malay,782.2,2013
01/01/2013,male,0-4,bumi_other,180.5,2013
01/01/2013,male,0-4,chinese,208.5,2013
01/01/2013,male,0-4,indian,70.5,2013
01/01/2013,male,0-4,other_citizen,21.8,2013
01/01/2013,male,5-9,overall,1309.9,2013
01/01/2013,male,5-9,bumi_malay,752.2,2013
01/01/2013,male,5-9,bumi_other,193.4,2013
01/01/2013,male,5-9,chinese,235,2013
01/01/2013,male,5-9,indian,79.5,2013
01/01/2013,male,5-9,other_citizen,17.8,2013
01/01/2013,male,10-14,overall,1370.6,2013
01/01/2013,male,10-14,bumi_malay,782.7,2013
01/01/2013,male,10-14,bumi_other,193.8,2013
01/01/2013,male,10-14,chinese,262.4,2013
01/01/2013,male,10-14,indian,88.5,2013
01/01/2013,male,10-14,other_citizen,15,2013
01/01/2013,male,15-19,overall,1478.8,2013
01/01/2013,male,15-19,bumi_malay,770.8,2013
01/01/2013,male,15-19,bumi_other,190.5,2013
01/01/2013,male,15-19,chinese,274.8,2013
01/01/2013,male,15-19,indian,90.1,2013
01/01/2013,male,15-19,other_citizen,13.6,2013
01/01/2013,male,20-24,overall,1631.7,2013
01/01/2013,male,20-24,bumi_malay,741.8,2013
01/01/2013,male,20-24,bumi_other,176.9,2013
01/01/2013,male,20-24,chinese,278.9,2013
01/01/2013,male,20-24,indian,92.8,2013
01/01/2013,male,20-24,other_citizen,13.1,2013
01/01/2013,male,25-29,overall,1606.1,2013
01/01/2013,male,25-29,bumi_malay,674.6,2013
01/01/2013,male,25-29,bumi_other,156,2013
01/01/2013,male,25-29,chinese,269,2013
01/01/2013,male,25-29,indian,92.5,2013
01/01/2013,male,25-29,other_citizen,11.4,2013
01/01/2013,male,30-34,overall,1339.8,2013
01/01/2013,male,30-34,bumi_malay,578.5,2013
01/01/2013,male,30-34,bumi_other,133.5,2013
01/01/2013,male,30-34,chinese,263.3,2013
01/01/2013,male,30-34,indian,84.4,2013
01/01/2013,male,30-34,other_citizen,8.1,2013
01/01/2013,male,35-39,overall,1074.9,2013
01/01/2013,male,35-39,bumi_malay,459.7,2013
01/01/2013,male,35-39,bumi_other,106.4,2013
01/01/2013,male,35-39,chinese,245.4,2013
01/01/2013,male,35-39,indian,71.5,2013
01/01/2013,male,35-39,other_citizen,5.3,2013
01/01/2013,male,40-44,overall,947.5,2013
01/01/2013,male,40-44,bumi_malay,420.1,2013
01/01/2013,male,40-44,bumi_other,101.8,2013
01/01/2013,male,40-44,chinese,237.3,2013
01/01/2013,male,40-44,indian,63.7,2013
01/01/2013,male,40-44,other_citizen,4.8,2013
01/01/2013,male,45-49,overall,863.3,2013
01/01/2013,male,45-49,bumi_malay,394.1,2013
01/01/2013,male,45-49,bumi_other,93.8,2013
01/01/2013,male,45-49,chinese,232.4,2013
01/01/2013,male,45-49,indian,62,2013
01/01/2013,male,45-49,other_citizen,4.8,2013
01/01/2013,male,50-54,overall,774.7,2013
01/01/2013,male,50-54,bumi_malay,358.1,2013
01/01/2013,male,50-54,bumi_other,80.9,2013
01/01/2013,male,50-54,chinese,223.3,2013
01/01/2013,male,50-54,indian,59,2013
01/01/2013,male,50-54,other_citizen,4.7,2013
01/01/2013,male,55-59,overall,617.3,2013
01/01/2013,male,55-59,bumi_malay,286.6,2013
01/01/2013,male,55-59,bumi_other,62.4,2013
01/01/2013,male,55-59,chinese,190.1,2013
01/01/2013,male,55-59,indian,46.6,2013
01/01/2013,male,55-59,other_citizen,4.2,2013
01/01/2013,male,60-64,overall,470.1,2013
01/01/2013,male,60-64,bumi_malay,219.1,2013
01/01/2013,male,60-64,bumi_other,40.6,2013
01/01/2013,male,60-64,chinese,156.9,2013
01/01/2013,male,60-64,indian,34,2013
01/01/2013,male,60-64,other_citizen,2.7,2013
01/01/2013,male,65-69,overall,329.1,2013
01/01/2013,male,65-69,bumi_malay,145.9,2013
01/01/2013,male,65-69,bumi_other,29.5,2013
01/01/2013,male,65-69,chinese,120.4,2013
01/01/2013,male,65-69,indian,21.6,2013
01/01/2013,male,65-69,other_citizen,1.6,2013
01/01/2013,male,70-74,overall,210.7,2013
01/01/2013,male,70-74,bumi_malay,90.1,2013
01/01/2013,male,70-74,bumi_other,20.9,2013
01/01/2013,male,70-74,chinese,80.9,2013
01/01/2013,male,70-74,indian,11.5,2013
01/01/2013,male,70-74,other_citizen,1.1,2013
01/01/2013,male,75-79,overall,137.7,2013
01/01/2013,male,75-79,bumi_malay,57.9,2013
01/01/2013,male,75-79,bumi_other,13.1,2013
01/01/2013,male,75-79,chinese,53.8,2013
01/01/2013,male,75-79,indian,8.2,2013
01/01/2013,male,75-79,other_citizen,0.7,2013
01/01/2013,male,80-84,overall,65.6,2013
01/01/2013,male,80-84,bumi_malay,27.1,2013
01/01/2013,male,80-84,bumi_other,7.6,2013
01/01/2013,male,80-84,chinese,23.7,2013
01/01/2013,male,80-84,indian,4,2013
01/01/2013,male,80-84,other_citizen,0.4,2013
01/01/2013,male,85+,overall,54.9,2013
01/01/2013,male,85+,bumi_malay,24.5,2013
01/01/2013,male,85+,bumi_other,6.4,2013
01/01/2013,male,85+,chinese,16.7,2013
01/01/2013,male,85+,indian,3.2,2013
01/01/2013,male,85+,other_citizen,0.3,2013
01/01/2014,female,0-4,overall,1240.9,2014
01/01/2014,female,0-4,bumi_malay,745.2,2014
01/01/2014,female,0-4,bumi_other,163.8,2014
01/01/2014,female,0-4,chinese,184.8,2014
01/01/2014,female,0-4,indian,63.4,2014
01/01/2014,female,0-4,other_citizen,21,2014
01/01/2014,female,5-9,overall,1234.3,2014
01/01/2014,female,5-9,bumi_malay,710.9,2014
01/01/2014,female,5-9,bumi_other,186.8,2014
01/01/2014,female,5-9,chinese,214.6,2014
01/01/2014,female,5-9,indian,76,2014
01/01/2014,female,5-9,other_citizen,16.9,2014
01/01/2014,female,10-14,overall,1297.6,2014
01/01/2014,female,10-14,bumi_malay,742.8,2014
01/01/2014,female,10-14,bumi_other,187.4,2014
01/01/2014,female,10-14,chinese,244.3,2014
01/01/2014,female,10-14,indian,83.2,2014
01/01/2014,female,10-14,other_citizen,14.3,2014
01/01/2014,female,15-19,overall,1378.7,2014
01/01/2014,female,15-19,bumi_malay,735.1,2014
01/01/2014,female,15-19,bumi_other,184.6,2014
01/01/2014,female,15-19,chinese,255.8,2014
01/01/2014,female,15-19,indian,86.9,2014
01/01/2014,female,15-19,other_citizen,12.9,2014
01/01/2014,female,20-24,overall,1513.4,2014
01/01/2014,female,20-24,bumi_malay,738.1,2014
01/01/2014,female,20-24,bumi_other,182.2,2014
01/01/2014,female,20-24,chinese,267.7,2014
01/01/2014,female,20-24,indian,90.1,2014
01/01/2014,female,20-24,other_citizen,12.7,2014
01/01/2014,female,25-29,overall,1444.7,2014
01/01/2014,female,25-29,bumi_malay,686.8,2014
01/01/2014,female,25-29,bumi_other,164.1,2014
01/01/2014,female,25-29,chinese,268,2014
01/01/2014,female,25-29,indian,87.9,2014
01/01/2014,female,25-29,other_citizen,11.4,2014
01/01/2014,female,30-34,overall,1243.6,2014
01/01/2014,female,30-34,bumi_malay,596.3,2014
01/01/2014,female,30-34,bumi_other,143.4,2014
01/01/2014,female,30-34,chinese,257.5,2014
01/01/2014,female,30-34,indian,85.8,2014
01/01/2014,female,30-34,other_citizen,9,2014
01/01/2014,female,35-39,overall,990.3,2014
01/01/2014,female,35-39,bumi_malay,459.5,2014
01/01/2014,female,35-39,bumi_other,106.8,2014
01/01/2014,female,35-39,chinese,226.2,2014
01/01/2014,female,35-39,indian,69.8,2014
01/01/2014,female,35-39,other_citizen,6.4,2014
01/01/2014,female,40-44,overall,919.6,2014
01/01/2014,female,40-44,bumi_malay,435.3,2014
01/01/2014,female,40-44,bumi_other,101.8,2014
01/01/2014,female,40-44,chinese,224.2,2014
01/01/2014,female,40-44,indian,66.7,2014
01/01/2014,female,40-44,other_citizen,5.5,2014
01/01/2014,female,45-49,overall,847.6,2014
01/01/2014,female,45-49,bumi_malay,410.6,2014
01/01/2014,female,45-49,bumi_other,90.7,2014
01/01/2014,female,45-49,chinese,224.3,2014
01/01/2014,female,45-49,indian,65.3,2014
01/01/2014,female,45-49,other_citizen,5.2,2014
01/01/2014,female,50-54,overall,738.8,2014
01/01/2014,female,50-54,bumi_malay,363.5,2014
01/01/2014,female,50-54,bumi_other,76.5,2014
01/01/2014,female,50-54,chinese,200.4,2014
01/01/2014,female,50-54,indian,60.8,2014
01/01/2014,female,50-54,other_citizen,4.4,2014
01/01/2014,female,55-59,overall,619.9,2014
01/01/2014,female,55-59,bumi_malay,308,2014
01/01/2014,female,55-59,bumi_other,58,2014
01/01/2014,female,55-59,chinese,178.5,2014
01/01/2014,female,55-59,indian,52,2014
01/01/2014,female,55-59,other_citizen,3.4,2014
01/01/2014,female,60-64,overall,476.2,2014
01/01/2014,female,60-64,bumi_malay,234.3,2014
01/01/2014,female,60-64,bumi_other,39.1,2014
01/01/2014,female,60-64,chinese,148.7,2014
01/01/2014,female,60-64,indian,38.8,2014
01/01/2014,female,60-64,other_citizen,2.3,2014
01/01/2014,female,65-69,overall,357.6,2014
01/01/2014,female,65-69,bumi_malay,169.1,2014
01/01/2014,female,65-69,bumi_other,30.3,2014
01/01/2014,female,65-69,chinese,120.4,2014
01/01/2014,female,65-69,indian,27.7,2014
01/01/2014,female,65-69,other_citizen,1.6,2014
01/01/2014,female,70-74,overall,224.5,2014
01/01/2014,female,70-74,bumi_malay,104.8,2014
01/01/2014,female,70-74,bumi_other,22.3,2014
01/01/2014,female,70-74,chinese,77.7,2014
01/01/2014,female,70-74,indian,14.3,2014
01/01/2014,female,70-74,other_citizen,1.1,2014
01/01/2014,female,75-79,overall,162.2,2014
01/01/2014,female,75-79,bumi_malay,75.9,2014
01/01/2014,female,75-79,bumi_other,14,2014
01/01/2014,female,75-79,chinese,57.5,2014
01/01/2014,female,75-79,indian,10.7,2014
01/01/2014,female,75-79,other_citizen,0.7,2014
01/01/2014,female,80-84,overall,80.2,2014
01/01/2014,female,80-84,bumi_malay,35.2,2014
01/01/2014,female,80-84,bumi_other,8.6,2014
01/01/2014,female,80-84,chinese,27.6,2014
01/01/2014,female,80-84,indian,5.9,2014
01/01/2014,female,80-84,other_citizen,0.4,2014
01/01/2014,female,85+,overall,70.7,2014
01/01/2014,female,85+,bumi_malay,34.8,2014
01/01/2014,female,85+,bumi_other,7.1,2014
01/01/2014,female,85+,chinese,20.9,2014
01/01/2014,female,85+,indian,4.4,2014
01/01/2014,female,85+,other_citizen,0.4,2014
01/01/2014,male,0-4,overall,1330.3,2014
01/01/2014,male,0-4,bumi_malay,795.2,2014
01/01/2014,male,0-4,bumi_other,174.8,2014
01/01/2014,male,0-4,chinese,201.5,2014
01/01/2014,male,0-4,indian,68.9,2014
01/01/2014,male,0-4,other_citizen,22.3,2014
01/01/2014,male,5-9,overall,1302.6,2014
01/01/2014,male,5-9,bumi_malay,751.4,2014
01/01/2014,male,5-9,bumi_other,193.3,2014
01/01/2014,male,5-9,chinese,229.4,2014
01/01/2014,male,5-9,indian,77.7,2014
01/01/2014,male,5-9,other_citizen,18.2,2014
01/01/2014,male,10-14,overall,1367.9,2014
01/01/2014,male,10-14,bumi_malay,782.6,2014
01/01/2014,male,10-14,bumi_other,195.1,2014
01/01/2014,male,10-14,chinese,259,2014
01/01/2014,male,10-14,indian,87.1,2014
01/01/2014,male,10-14,other_citizen,15.4,2014
01/01/2014,male,15-19,overall,1474.1,2014
01/01/2014,male,15-19,bumi_malay,770.1,2014
01/01/2014,male,15-19,bumi_other,189.8,2014
01/01/2014,male,15-19,chinese,270.3,2014
01/01/2014,male,15-19,indian,89,2014
01/01/2014,male,15-19,other_citizen,14.6,2014
01/01/2014,male,20-24,overall,1669,2014
01/01/2014,male,20-24,bumi_malay,756.9,2014
01/01/2014,male,20-24,bumi_other,183.3,2014
01/01/2014,male,20-24,chinese,281.1,2014
01/01/2014,male,20-24,indian,90.8,2014
01/01/2014,male,20-24,other_citizen,13.1,2014
01/01/2014,male,25-29,overall,1634.5,2014
01/01/2014,male,25-29,bumi_malay,686.9,2014
01/01/2014,male,25-29,bumi_other,157.5,2014
01/01/2014,male,25-29,chinese,267.2,2014
01/01/2014,male,25-29,indian,92.6,2014
01/01/2014,male,25-29,other_citizen,11.7,2014
01/01/2014,male,30-34,overall,1399.5,2014
01/01/2014,male,30-34,bumi_malay,608.5,2014
01/01/2014,male,30-34,bumi_other,141.2,2014
01/01/2014,male,30-34,chinese,268.5,2014
01/01/2014,male,30-34,indian,86.9,2014
01/01/2014,male,30-34,other_citizen,8.9,2014
01/01/2014,male,35-39,overall,1104.8,2014
01/01/2014,male,35-39,bumi_malay,472.8,2014
01/01/2014,male,35-39,bumi_other,108.6,2014
01/01/2014,male,35-39,chinese,246.9,2014
01/01/2014,male,35-39,indian,73.5,2014
01/01/2014,male,35-39,other_citizen,6.1,2014
01/01/2014,male,40-44,overall,960.7,2014
01/01/2014,male,40-44,bumi_malay,426,2014
01/01/2014,male,40-44,bumi_other,102.8,2014
01/01/2014,male,40-44,chinese,238.2,2014
01/01/2014,male,40-44,indian,64.8,2014
01/01/2014,male,40-44,other_citizen,4.8,2014
01/01/2014,male,45-49,overall,865.6,2014
01/01/2014,male,45-49,bumi_malay,395.1,2014
01/01/2014,male,45-49,bumi_other,94.6,2014
01/01/2014,male,45-49,chinese,230.7,2014
01/01/2014,male,45-49,indian,61.5,2014
01/01/2014,male,45-49,other_citizen,4.8,2014
01/01/2014,male,50-54,overall,793.5,2014
01/01/2014,male,50-54,bumi_malay,367.1,2014
01/01/2014,male,50-54,bumi_other,84.2,2014
01/01/2014,male,50-54,chinese,226.8,2014
01/01/2014,male,50-54,indian,59.7,2014
01/01/2014,male,50-54,other_citizen,4.6,2014
01/01/2014,male,55-59,overall,640.3,2014
01/01/2014,male,55-59,bumi_malay,297,2014
01/01/2014,male,55-59,bumi_other,65.3,2014
01/01/2014,male,55-59,chinese,195.9,2014
01/01/2014,male,55-59,indian,48.2,2014
01/01/2014,male,55-59,other_citizen,4.3,2014
01/01/2014,male,60-64,overall,485.9,2014
01/01/2014,male,60-64,bumi_malay,226.1,2014
01/01/2014,male,60-64,bumi_other,43.8,2014
01/01/2014,male,60-64,chinese,159.9,2014
01/01/2014,male,60-64,indian,35.2,2014
01/01/2014,male,60-64,other_citizen,3,2014
01/01/2014,male,65-69,overall,350.9,2014
01/01/2014,male,65-69,bumi_malay,157.2,2014
01/01/2014,male,65-69,bumi_other,30.1,2014
01/01/2014,male,65-69,chinese,127.7,2014
01/01/2014,male,65-69,indian,23.7,2014
01/01/2014,male,65-69,other_citizen,1.7,2014
01/01/2014,male,70-74,overall,215.1,2014
01/01/2014,male,70-74,bumi_malay,91.1,2014
01/01/2014,male,70-74,bumi_other,22.1,2014
01/01/2014,male,70-74,chinese,82.6,2014
01/01/2014,male,70-74,indian,11.9,2014
01/01/2014,male,70-74,other_citizen,1.2,2014
01/01/2014,male,75-79,overall,145.9,2014
01/01/2014,male,75-79,bumi_malay,61.4,2014
01/01/2014,male,75-79,bumi_other,13.1,2014
01/01/2014,male,75-79,chinese,58.1,2014
01/01/2014,male,75-79,indian,8.5,2014
01/01/2014,male,75-79,other_citizen,0.7,2014
01/01/2014,male,80-84,overall,68.2,2014
01/01/2014,male,80-84,bumi_malay,27.7,2014
01/01/2014,male,80-84,bumi_other,7.8,2014
01/01/2014,male,80-84,chinese,25.1,2014
01/01/2014,male,80-84,indian,4.3,2014
01/01/2014,male,80-84,other_citizen,0.4,2014
01/01/2014,male,85+,overall,58.8,2014
01/01/2014,male,85+,bumi_malay,26,2014
01/01/2014,male,85+,bumi_other,6.8,2014
01/01/2014,male,85+,chinese,18.1,2014
01/01/2014,male,85+,indian,3.5,2014
01/01/2014,male,85+,other_citizen,0.4,2014
01/01/2015,female,0-4,overall,1257.3,2015
01/01/2015,female,0-4,bumi_malay,763.4,2015
01/01/2015,female,0-4,bumi_other,159.6,2015
01/01/2015,female,0-4,chinese,180.8,2015
01/01/2015,female,0-4,indian,60.8,2015
01/01/2015,female,0-4,other_citizen,21.5,2015
01/01/2015,female,5-9,overall,1224.1,2015
01/01/2015,female,5-9,bumi_malay,708.2,2015
01/01/2015,female,5-9,bumi_other,184.9,2015
01/01/2015,female,5-9,chinese,208.6,2015
01/01/2015,female,5-9,indian,74.5,2015
01/01/2015,female,5-9,other_citizen,17.2,2015
01/01/2015,female,10-14,overall,1292.3,2015
01/01/2015,female,10-14,bumi_malay,741.2,2015
01/01/2015,female,10-14,bumi_other,188.2,2015
01/01/2015,female,10-14,chinese,239.7,2015
01/01/2015,female,10-14,indian,82.4,2015
01/01/2015,female,10-14,other_citizen,14.6,2015
01/01/2015,female,15-19,overall,1374.1,2015
01/01/2015,female,15-19,bumi_malay,732.1,2015
01/01/2015,female,15-19,bumi_other,183.4,2015
01/01/2015,female,15-19,chinese,252.5,2015
01/01/2015,female,15-19,indian,85.9,2015
01/01/2015,female,15-19,other_citizen,13,2015
01/01/2015,female,20-24,overall,1532.9,2015
01/01/2015,female,20-24,bumi_malay,747.3,2015
01/01/2015,female,20-24,bumi_other,185.3,2015
01/01/2015,female,20-24,chinese,266.6,2015
01/01/2015,female,20-24,indian,89.6,2015
01/01/2015,female,20-24,other_citizen,12.7,2015
01/01/2015,female,25-29,overall,1467.1,2015
01/01/2015,female,25-29,bumi_malay,701.1,2015
01/01/2015,female,25-29,bumi_other,165.8,2015
01/01/2015,female,25-29,chinese,267.2,2015
01/01/2015,female,25-29,indian,88.1,2015
01/01/2015,female,25-29,other_citizen,11.7,2015
01/01/2015,female,30-34,overall,1289.8,2015
01/01/2015,female,30-34,bumi_malay,623.7,2015
01/01/2015,female,30-34,bumi_other,150.5,2015
01/01/2015,female,30-34,chinese,263.2,2015
01/01/2015,female,30-34,indian,87.2,2015
01/01/2015,female,30-34,other_citizen,9.6,2015
01/01/2015,female,35-39,overall,1019.3,2015
01/01/2015,female,35-39,bumi_malay,475.5,2015
01/01/2015,female,35-39,bumi_other,110.1,2015
01/01/2015,female,35-39,chinese,229.9,2015
01/01/2015,female,35-39,indian,71.6,2015
01/01/2015,female,35-39,other_citizen,6.7,2015
01/01/2015,female,40-44,overall,925.2,2015
01/01/2015,female,40-44,bumi_malay,437.8,2015
01/01/2015,female,40-44,bumi_other,103.1,2015
01/01/2015,female,40-44,chinese,223.3,2015
01/01/2015,female,40-44,indian,66.7,2015
01/01/2015,female,40-44,other_citizen,5.6,2015
01/01/2015,female,45-49,overall,859.1,2015
01/01/2015,female,45-49,bumi_malay,415.4,2015
01/01/2015,female,45-49,bumi_other,93.3,2015
01/01/2015,female,45-49,chinese,226.2,2015
01/01/2015,female,45-49,indian,65.8,2015
01/01/2015,female,45-49,other_citizen,5.3,2015
01/01/2015,female,50-54,overall,755.6,2015
01/01/2015,female,50-54,bumi_malay,371.9,2015
01/01/2015,female,50-54,bumi_other,79,2015
01/01/2015,female,50-54,chinese,204,2015
01/01/2015,female,50-54,indian,61.5,2015
01/01/2015,female,50-54,other_citizen,4.6,2015
01/01/2015,female,55-59,overall,641.5,2015
01/01/2015,female,55-59,bumi_malay,318.5,2015
01/01/2015,female,55-59,bumi_other,61.5,2015
01/01/2015,female,55-59,chinese,183,2015
01/01/2015,female,55-59,indian,53.9,2015
01/01/2015,female,55-59,other_citizen,3.6,2015
01/01/2015,female,60-64,overall,496.3,2015
01/01/2015,female,60-64,bumi_malay,245.6,2015
01/01/2015,female,60-64,bumi_other,41.4,2015
01/01/2015,female,60-64,chinese,152.8,2015
01/01/2015,female,60-64,indian,40.5,2015
01/01/2015,female,60-64,other_citizen,2.4,2015
01/01/2015,female,65-69,overall,378.4,2015
01/01/2015,female,65-69,bumi_malay,179.7,2015
01/01/2015,female,65-69,bumi_other,31.7,2015
01/01/2015,female,65-69,chinese,126.5,2015
01/01/2015,female,65-69,indian,29.7,2015
01/01/2015,female,65-69,other_citizen,1.7,2015
01/01/2015,female,70-74,overall,235.9,2015
01/01/2015,female,70-74,bumi_malay,109.5,2015
01/01/2015,female,70-74,bumi_other,23.3,2015
01/01/2015,female,70-74,chinese,82,2015
01/01/2015,female,70-74,indian,15.5,2015
01/01/2015,female,70-74,other_citizen,1.1,2015
01/01/2015,female,75-79,overall,168.4,2015
01/01/2015,female,75-79,bumi_malay,78.6,2015
01/01/2015,female,75-79,bumi_other,14.4,2015
01/01/2015,female,75-79,chinese,60.3,2015
01/01/2015,female,75-79,indian,10.9,2015
01/01/2015,female,75-79,other_citizen,0.7,2015
01/01/2015,female,80-84,overall,84.8,2015
01/01/2015,female,80-84,bumi_malay,37.3,2015
01/01/2015,female,80-84,bumi_other,9,2015
01/01/2015,female,80-84,chinese,29.5,2015
01/01/2015,female,80-84,indian,6.2,2015
01/01/2015,female,80-84,other_citizen,0.3,2015
01/01/2015,female,85+,overall,72.2,2015
01/01/2015,female,85+,bumi_malay,35.2,2015
01/01/2015,female,85+,bumi_other,7.7,2015
01/01/2015,female,85+,chinese,21,2015
01/01/2015,female,85+,indian,4.7,2015
01/01/2015,female,85+,other_citizen,0.3,2015
01/01/2015,male,0-4,overall,1344.4,2015
01/01/2015,male,0-4,bumi_malay,812.6,2015
01/01/2015,male,0-4,bumi_other,171,2015
01/01/2015,male,0-4,chinese,197.3,2015
01/01/2015,male,0-4,indian,64.9,2015
01/01/2015,male,0-4,other_citizen,22.7,2015
01/01/2015,male,5-9,overall,1294.3,2015
01/01/2015,male,5-9,bumi_malay,750.7,2015
01/01/2015,male,5-9,bumi_other,191.6,2015
01/01/2015,male,5-9,chinese,223.5,2015
01/01/2015,male,5-9,indian,76.3,2015
01/01/2015,male,5-9,other_citizen,18.6,2015
01/01/2015,male,10-14,overall,1363.5,2015
01/01/2015,male,10-14,bumi_malay,781.4,2015
01/01/2015,male,10-14,bumi_other,196.3,2015
01/01/2015,male,10-14,chinese,254.7,2015
01/01/2015,male,10-14,indian,86.1,2015
01/01/2015,male,10-14,other_citizen,15.7,2015
01/01/2015,male,15-19,overall,1472.6,2015
01/01/2015,male,15-19,bumi_malay,767.7,2015
01/01/2015,male,15-19,bumi_other,189.7,2015
01/01/2015,male,15-19,chinese,266.7,2015
01/01/2015,male,15-19,indian,89,2015
01/01/2015,male,15-19,other_citizen,15,2015
01/01/2015,male,20-24,overall,1692.6,2015
01/01/2015,male,20-24,bumi_malay,763.8,2015
01/01/2015,male,20-24,bumi_other,188.1,2015
01/01/2015,male,20-24,chinese,281.6,2015
01/01/2015,male,20-24,indian,89,2015
01/01/2015,male,20-24,other_citizen,13.3,2015
01/01/2015,male,25-29,overall,1668.8,2015
01/01/2015,male,25-29,bumi_malay,702.3,2015
01/01/2015,male,25-29,bumi_other,160.8,2015
01/01/2015,male,25-29,chinese,267.8,2015
01/01/2015,male,25-29,indian,92.6,2015
01/01/2015,male,25-29,other_citizen,12,2015
01/01/2015,male,30-34,overall,1441.4,2015
01/01/2015,male,30-34,bumi_malay,630.7,2015
01/01/2015,male,30-34,bumi_other,146.8,2015
01/01/2015,male,30-34,chinese,270.5,2015
01/01/2015,male,30-34,indian,88.4,2015
01/01/2015,male,30-34,other_citizen,9.7,2015
