date,sex,age,ethnicity,population,year
01/01/2002,male,20-24,bumi_malay,546.9,2002
01/01/2002,male,20-24,bumi_other,125.9,2002
01/01/2002,male,20-24,chinese,249.6,2002
01/01/2002,male,20-24,indian,79.9,2002
01/01/2002,male,20-24,other_citizen,10.9,2002
01/01/2002,male,25-29,overall,1008.1,2002
01/01/2002,male,25-29,bumi_malay,441.8,2002
01/01/2002,male,25-29,bumi_other,104.2,2002
01/01/2002,male,25-29,chinese,236.1,2002
01/01/2002,male,25-29,indian,72.2,2002
01/01/2002,male,25-29,other_citizen,7.9,2002
01/01/2002,male,30-34,overall,947.3,2002
01/01/2002,male,30-34,bumi_malay,416.4,2002
01/01/2002,male,30-34,bumi_other,97.7,2002
01/01/2002,male,30-34,chinese,234.5,2002
01/01/2002,male,30-34,indian,69,2002
01/01/2002,male,30-34,other_citizen,7.7,2002
01/01/2002,male,35-39,overall,884.8,2002
01/01/2002,male,35-39,bumi_malay,394.9,2002
01/01/2002,male,35-39,bumi_other,89.7,2002
01/01/2002,male,35-39,chinese,232,2002
01/01/2002,male,35-39,indian,66.5,2002
01/01/2002,male,35-39,other_citizen,7.6,2002
01/01/2002,male,40-44,overall,786.3,2002
01/01/2002,male,40-44,bumi_malay,354,2002
01/01/2002,male,40-44,bumi_other,75.1,2002
01/01/2002,male,40-44,chinese,224.3,2002
01/01/2002,male,40-44,indian,62.5,2002
01/01/2002,male,40-44,other_citizen,7.5,2002
01/01/2002,male,45-49,overall,666.2,2002
01/01/2002,male,45-49,bumi_malay,303.2,2002
01/01/2002,male,45-49,bumi_other,59.7,2002
01/01/2002,male,45-49,chinese,205.8,2002
01/01/2002,male,45-49,indian,54.5,2002
01/01/2002,male,45-49,other_citizen,7,2002
01/01/2002,male,50-54,overall,514.8,2002
01/01/2002,male,50-54,bumi_malay,233.1,2002
01/01/2002,male,50-54,bumi_other,44.4,2002
01/01/2002,male,50-54,chinese,170.8,2002
01/01/2002,male,50-54,indian,39.7,2002
01/01/2002,male,50-54,other_citizen,4.7,2002
01/01/2002,male,55-59,overall,373.5,2002
01/01/2002,male,55-59,bumi_malay,166.2,2002
01/01/2002,male,55-59,bumi_other,32.9,2002
01/01/2002,male,55-59,chinese,133.1,2002
01/01/2002,male,55-59,indian,25.8,2002
01/01/2002,male,55-59,other_citizen,2.9,2002
01/01/2002,male,60-64,overall,279.9,2002
01/01/2002,male,60-64,bumi_malay,124.2,2002
01/01/2002,male,60-64,bumi_other,24.9,2002
01/01/2002,male,60-64,chinese,102.4,2002
01/01/2002,male,60-64,indian,18.1,2002
01/01/2002,male,60-64,other_citizen,2.3,2002
01/01/2002,male,65-69,overall,199,2002
01/01/2002,male,65-69,bumi_malay,88.2,2002
01/01/2002,male,65-69,bumi_other,18.5,2002
01/01/2002,male,65-69,chinese,72.8,2002
01/01/2002,male,65-69,indian,12.5,2002
01/01/2002,male,65-69,other_citizen,1.7,2002
01/01/2002,male,70-74,overall,134.4,2002
01/01/2002,male,70-74,bumi_malay,62.2,2002
01/01/2002,male,70-74,bumi_other,12.8,2002
01/01/2002,male,70-74,chinese,46.1,2002
01/01/2002,male,70-74,indian,8.3,2002
01/01/2002,male,70-74,other_citizen,1.2,2002
01/01/2002,male,75-79,overall,77.1,2002
01/01/2002,male,75-79,bumi_malay,37,2002
01/01/2002,male,75-79,bumi_other,7.8,2002
01/01/2002,male,75-79,chinese,24.1,2002
01/01/2002,male,75-79,indian,4.7,2002
01/01/2002,male,75-79,other_citizen,0.8,2002
01/01/2002,male,80-84,overall,37.9,2002
01/01/2002,male,80-84,bumi_malay,18.4,2002
01/01/2002,male,80-84,bumi_other,3.7,2002
01/01/2002,male,80-84,chinese,11.4,2002
01/01/2002,male,80-84,indian,2.1,2002
01/01/2002,male,80-84,other_citizen,0.5,2002
01/01/2002,male,85+,overall,31.1,2002
01/01/2002,male,85+,bumi_malay,14.8,2002
01/01/2002,male,85+,bumi_other,2.6,2002
01/01/2002,male,85+,chinese,10.1,2002
01/01/2002,male,85+,indian,1.6,2002
01/01/2002,male,85+,other_citizen,0.4,2002
01/01/2003,female,0-4,overall,1295.9,2003
01/01/2003,female,0-4,bumi_malay,733.5,2003
01/01/2003,female,0-4,bumi_other,163.1,2003
01/01/2003,female,0-4,chinese,252.4,2003
01/01/2003,female,0-4,indian,86.6,2003
01/01/2003,female,0-4,other_citizen,20.2,2003
01/01/2003,female,5-9,overall,1324.8,2003
01/01/2003,female,5-9,bumi_malay,743.2,2003
01/01/2003,female,5-9,bumi_other,172,2003
01/01/2003,female,5-9,chinese,253.9,2003
01/01/2003,female,5-9,indian,87.3,2003
01/01/2003,female,5-9,other_citizen,19.6,2003
01/01/2003,female,10-14,overall,1305.2,2003
01/01/2003,female,10-14,bumi_malay,718.5,2003
01/01/2003,female,10-14,bumi_other,166.4,2003
01/01/2003,female,10-14,chinese,253.2,2003
01/01/2003,female,10-14,indian,85.8,2003
01/01/2003,female,10-14,other_citizen,17.7,2003
01/01/2003,female,15-19,overall,1262.3,2003
01/01/2003,female,15-19,bumi_malay,672,2003
01/01/2003,female,15-19,bumi_other,152.8,2003
01/01/2003,female,15-19,chinese,255.1,2003
01/01/2003,female,15-19,indian,85.7,2003
01/01/2003,female,15-19,other_citizen,15.3,2003
01/01/2003,female,20-24,overall,1132.2,2003
01/01/2003,female,20-24,bumi_malay,570.6,2003
01/01/2003,female,20-24,bumi_other,131.9,2003
01/01/2003,female,20-24,chinese,242.2,2003
01/01/2003,female,20-24,indian,80.5,2003
01/01/2003,female,20-24,other_citizen,12.2,2003
01/01/2003,female,25-29,overall,985.9,2003
01/01/2003,female,25-29,bumi_malay,459.1,2003
01/01/2003,female,25-29,bumi_other,108.9,2003
01/01/2003,female,25-29,chinese,226.1,2003
01/01/2003,female,25-29,indian,73.5,2003
01/01/2003,female,25-29,other_citizen,9.5,2003
01/01/2003,female,30-34,overall,929.3,2003
01/01/2003,female,30-34,bumi_malay,429.6,2003
01/01/2003,female,30-34,bumi_other,100.5,2003
01/01/2003,female,30-34,chinese,226.5,2003
01/01/2003,female,30-34,indian,70.6,2003
01/01/2003,female,30-34,other_citizen,8.8,2003
01/01/2003,female,35-39,overall,866.8,2003
01/01/2003,female,35-39,bumi_malay,409.9,2003
01/01/2003,female,35-39,bumi_other,91.8,2003
01/01/2003,female,35-39,chinese,225.4,2003
01/01/2003,female,35-39,indian,67.8,2003
01/01/2003,female,35-39,other_citizen,8.5,2003
01/01/2003,female,40-44,overall,762.9,2003
01/01/2003,female,40-44,bumi_malay,362.8,2003
01/01/2003,female,40-44,bumi_other,75.6,2003
01/01/2003,female,40-44,chinese,211.3,2003
01/01/2003,female,40-44,indian,63,2003
01/01/2003,female,40-44,other_citizen,7.1,2003
01/01/2003,female,45-49,overall,644.9,2003
01/01/2003,female,45-49,bumi_malay,309.1,2003
01/01/2003,female,45-49,bumi_other,56.6,2003
01/01/2003,female,45-49,chinese,193,2003
01/01/2003,female,45-49,indian,55.7,2003
01/01/2003,female,45-49,other_citizen,5.4,2003
01/01/2003,female,50-54,overall,505.8,2003
01/01/2003,female,50-54,bumi_malay,240.7,2003
01/01/2003,female,50-54,bumi_other,42.4,2003
01/01/2003,female,50-54,chinese,161.5,2003
01/01/2003,female,50-54,indian,42.3,2003
01/01/2003,female,50-54,other_citizen,4,2003
01/01/2003,female,55-59,overall,365.6,2003
01/01/2003,female,55-59,bumi_malay,170.6,2003
01/01/2003,female,55-59,bumi_other,32.1,2003
01/01/2003,female,55-59,chinese,123.6,2003
01/01/2003,female,55-59,indian,27.6,2003
01/01/2003,female,55-59,other_citizen,2.7,2003
01/01/2003,female,60-64,overall,278.6,2003
01/01/2003,female,60-64,bumi_malay,129.8,2003
01/01/2003,female,60-64,bumi_other,25.2,2003
01/01/2003,female,60-64,chinese,96.2,2003
01/01/2003,female,60-64,indian,19.7,2003
01/01/2003,female,60-64,other_citizen,2,2003
01/01/2003,female,65-69,overall,222.1,2003
01/01/2003,female,65-69,bumi_malay,104.1,2003
01/01/2003,female,65-69,bumi_other,20.2,2003
01/01/2003,female,65-69,chinese,75.5,2003
01/01/2003,female,65-69,indian,16.2,2003
01/01/2003,female,65-69,other_citizen,1.4,2003
01/01/2003,female,70-74,overall,154.2,2003
01/01/2003,female,70-74,bumi_malay,72.8,2003
01/01/2003,female,70-74,bumi_other,14,2003
01/01/2003,female,70-74,chinese,52.6,2003
01/01/2003,female,70-74,indian,10.2,2003
01/01/2003,female,70-74,other_citizen,1.1,2003
01/01/2003,female,75-79,overall,97.7,2003
01/01/2003,female,75-79,bumi_malay,47.4,2003
01/01/2003,female,75-79,bumi_other,8,2003
01/01/2003,female,75-79,chinese,33.4,2003
01/01/2003,female,75-79,indian,5.3,2003
01/01/2003,female,75-79,other_citizen,0.8,2003
01/01/2003,female,80-84,overall,49.7,2003
01/01/2003,female,80-84,bumi_malay,22.5,2003
01/01/2003,female,80-84,bumi_other,4,2003
01/01/2003,female,80-84,chinese,17.9,2003
01/01/2003,female,80-84,indian,2.9,2003
01/01/2003,female,80-84,other_citizen,0.4,2003
01/01/2003,female,85+,overall,46.2,2003
01/01/2003,female,85+,bumi_malay,21.1,2003
01/01/2003,female,85+,bumi_other,3.2,2003
01/01/2003,female,85+,chinese,17.1,2003
01/01/2003,female,85+,indian,2.1,2003
01/01/2003,female,85+,other_citizen,0.4,2003
01/01/2003,male,0-4,overall,1372.9,2003
01/01/2003,male,0-4,bumi_malay,776.3,2003
01/01/2003,male,0-4,bumi_other,171.9,2003
01/01/2003,male,0-4,chinese,269.1,2003
01/01/2003,male,0-4,indian,90.2,2003
01/01/2003,male,0-4,other_citizen,21.7,2003
01/01/2003,male,5-9,overall,1408.2,2003
01/01/2003,male,5-9,bumi_malay,787.2,2003
01/01/2003,male,5-9,bumi_other,179,2003
01/01/2003,male,5-9,chinese,274.3,2003
01/01/2003,male,5-9,indian,90.1,2003
01/01/2003,male,5-9,other_citizen,20.9,2003
01/01/2003,male,10-14,overall,1379.6,2003
01/01/2003,male,10-14,bumi_malay,749.8,2003
01/01/2003,male,10-14,bumi_other,170.4,2003
01/01/2003,male,10-14,chinese,271.6,2003
01/01/2003,male,10-14,indian,89.7,2003
01/01/2003,male,10-14,other_citizen,18.3,2003
01/01/2003,male,15-19,overall,1331.8,2003
01/01/2003,male,15-19,bumi_malay,688.8,2003
01/01/2003,male,15-19,bumi_other,154.4,2003
01/01/2003,male,15-19,chinese,267.3,2003
01/01/2003,male,15-19,indian,89.9,2003
01/01/2003,male,15-19,other_citizen,15.4,2003
01/01/2003,male,20-24,overall,1202,2003
01/01/2003,male,20-24,bumi_malay,579,2003
01/01/2003,male,20-24,bumi_other,132.7,2003
01/01/2003,male,20-24,chinese,255,2003
01/01/2003,male,20-24,indian,82.3,2003
01/01/2003,male,20-24,other_citizen,11.6,2003
01/01/2003,male,25-29,overall,1034,2003
01/01/2003,male,25-29,bumi_malay,455.6,2003
01/01/2003,male,25-29,bumi_other,106.9,2003
01/01/2003,male,25-29,chinese,238.9,2003
01/01/2003,male,25-29,indian,73.2,2003
01/01/2003,male,25-29,other_citizen,8.1,2003
01/01/2003,male,30-34,overall,957.7,2003
01/01/2003,male,30-34,bumi_malay,418.3,2003
01/01/2003,male,30-34,bumi_other,99,2003
01/01/2003,male,30-34,chinese,234.8,2003
01/01/2003,male,30-34,indian,68.9,2003
01/01/2003,male,30-34,other_citizen,7.3,2003
01/01/2003,male,35-39,overall,898.9,2003
01/01/2003,male,35-39,bumi_malay,402.2,2003
01/01/2003,male,35-39,bumi_other,92.4,2003
01/01/2003,male,35-39,chinese,233.5,2003
01/01/2003,male,35-39,indian,66.9,2003
01/01/2003,male,35-39,other_citizen,7.5,2003
01/01/2003,male,40-44,overall,807.5,2003
01/01/2003,male,40-44,bumi_malay,363.4,2003
01/01/2003,male,40-44,bumi_other,78.9,2003
01/01/2003,male,40-44,chinese,226.4,2003
01/01/2003,male,40-44,indian,63.3,2003
01/01/2003,male,40-44,other_citizen,7.2,2003
01/01/2003,male,45-49,overall,686.4,2003
01/01/2003,male,45-49,bumi_malay,312.6,2003
01/01/2003,male,45-49,bumi_other,62.9,2003
01/01/2003,male,45-49,chinese,209.2,2003
01/01/2003,male,45-49,indian,55.7,2003
01/01/2003,male,45-49,other_citizen,7,2003
01/01/2003,male,50-54,overall,542.3,2003
01/01/2003,male,50-54,bumi_malay,247.3,2003
01/01/2003,male,50-54,bumi_other,46.8,2003
01/01/2003,male,50-54,chinese,177.3,2003
01/01/2003,male,50-54,indian,42.4,2003
01/01/2003,male,50-54,other_citizen,5.1,2003
01/01/2003,male,55-59,overall,394,2003
01/01/2003,male,55-59,bumi_malay,176,2003
01/01/2003,male,55-59,bumi_other,34.5,2003
01/01/2003,male,55-59,chinese,138.8,2003
01/01/2003,male,55-59,indian,27.6,2003
01/01/2003,male,55-59,other_citizen,3,2003
01/01/2003,male,60-64,overall,289.4,2003
01/01/2003,male,60-64,bumi_malay,128,2003
01/01/2003,male,60-64,bumi_other,26.2,2003
01/01/2003,male,60-64,chinese,106.1,2003
01/01/2003,male,60-64,indian,18.5,2003
01/01/2003,male,60-64,other_citizen,2.3,2003
01/01/2003,male,65-69,overall,210.8,2003
01/01/2003,male,65-69,bumi_malay,93.5,2003
01/01/2003,male,65-69,bumi_other,19.3,2003
01/01/2003,male,65-69,chinese,77.3,2003
01/01/2003,male,65-69,indian,13.2,2003
01/01/2003,male,65-69,other_citizen,1.8,2003
01/01/2003,male,70-74,overall,137.4,2003
01/01/2003,male,70-74,bumi_malay,62.2,2003
01/01/2003,male,70-74,bumi_other,13.3,2003
01/01/2003,male,70-74,chinese,48.5,2003
01/01/2003,male,70-74,indian,8.4,2003
01/01/2003,male,70-74,other_citizen,1.2,2003
01/01/2003,male,75-79,overall,83.8,2003
01/01/2003,male,75-79,bumi_malay,40.1,2003
01/01/2003,male,75-79,bumi_other,8.4,2003
01/01/2003,male,75-79,chinese,26.7,2003
01/01/2003,male,75-79,indian,5.1,2003
01/01/2003,male,75-79,other_citizen,0.8,2003
01/01/2003,male,80-84,overall,38.4,2003
01/01/2003,male,80-84,bumi_malay,18.2,2003
01/01/2003,male,80-84,bumi_other,4,2003
01/01/2003,male,80-84,chinese,11.6,2003
01/01/2003,male,80-84,indian,2.2,2003
01/01/2003,male,80-84,other_citizen,0.5,2003
01/01/2003,male,85+,overall,33.2,2003
01/01/2003,male,85+,bumi_malay,15.9,2003
01/01/2003,male,85+,bumi_other,2.7,2003
01/01/2003,male,85+,chinese,10.7,2003
01/01/2003,male,85+,indian,1.7,2003
01/01/2003,male,85+,other_citizen,0.4,2003
01/01/2004,female,0-4,overall,1270.4,2004
01/01/2004,female,0-4,bumi_malay,723.6,2004
01/01/2004,female,0-4,bumi_other,164.2,2004
01/01/2004,female,0-4,chinese,244.3,2004
01/01/2004,female,0-4,indian,84.7,2004
01/01/2004,female,0-4,other_citizen,19.7,2004
01/01/2004,female,5-9,overall,1331,2004
01/01/2004,female,5-9,bumi_malay,746.5,2004
01/01/2004,female,5-9,bumi_other,173.4,2004
01/01/2004,female,5-9,chinese,256.8,2004
01/01/2004,female,5-9,indian,88.5,2004
01/01/2004,female,5-9,other_citizen,19.4,2004
01/01/2004,female,10-14,overall,1321,2004
01/01/2004,female,10-14,bumi_malay,726.7,2004
01/01/2004,female,10-14,bumi_other,170.6,2004
01/01/2004,female,10-14,chinese,254.5,2004
01/01/2004,female,10-14,indian,86.2,2004
01/01/2004,female,10-14,other_citizen,17.7,2004
01/01/2004,female,15-19,overall,1293.6,2004
01/01/2004,female,15-19,bumi_malay,683,2004
01/01/2004,female,15-19,bumi_other,156.9,2004
01/01/2004,female,15-19,chinese,257,2004
01/01/2004,female,15-19,indian,86.7,2004
01/01/2004,female,15-19,other_citizen,15.6,2004
01/01/2004,female,20-24,overall,1181.1,2004
01/01/2004,female,20-24,bumi_malay,598.3,2004
01/01/2004,female,20-24,bumi_other,138.1,2004
01/01/2004,female,20-24,chinese,247.9,2004
01/01/2004,female,20-24,indian,82.5,2004
01/01/2004,female,20-24,other_citizen,12.6,2004
01/01/2004,female,25-29,overall,1002.1,2004
01/01/2004,female,25-29,bumi_malay,471.4,2004
01/01/2004,female,25-29,bumi_other,111,2004
01/01/2004,female,25-29,chinese,227.9,2004
01/01/2004,female,25-29,indian,73.9,2004
01/01/2004,female,25-29,other_citizen,9.5,2004
01/01/2004,female,30-34,overall,937.1,2004
01/01/2004,female,30-34,bumi_malay,432.6,2004
01/01/2004,female,30-34,bumi_other,101.9,2004
01/01/2004,female,30-34,chinese,225.4,2004
01/01/2004,female,30-34,indian,70.3,2004
01/01/2004,female,30-34,other_citizen,8.5,2004
01/01/2004,female,35-39,overall,881.8,2004
01/01/2004,female,35-39,bumi_malay,416.8,2004
01/01/2004,female,35-39,bumi_other,93.9,2004
01/01/2004,female,35-39,chinese,227.3,2004
01/01/2004,female,35-39,indian,68.4,2004
01/01/2004,female,35-39,other_citizen,8.4,2004
01/01/2004,female,40-44,overall,780.3,2004
01/01/2004,female,40-44,bumi_malay,372.2,2004
01/01/2004,female,40-44,bumi_other,79.2,2004
01/01/2004,female,40-44,chinese,212.3,2004
01/01/2004,female,40-44,indian,63.7,2004
01/01/2004,female,40-44,other_citizen,7.1,2004
01/01/2004,female,45-49,overall,665.6,2004
01/01/2004,female,45-49,bumi_malay,320.4,2004
01/01/2004,female,45-49,bumi_other,59.9,2004
01/01/2004,female,45-49,chinese,195.4,2004
01/01/2004,female,45-49,indian,57.2,2004
01/01/2004,female,45-49,other_citizen,5.5,2004
01/01/2004,female,50-54,overall,530.5,2004
01/01/2004,female,50-54,bumi_malay,254.6,2004
01/01/2004,female,50-54,bumi_other,44.3,2004
01/01/2004,female,50-54,chinese,166.7,2004
01/01/2004,female,50-54,indian,44.7,2004
01/01/2004,female,50-54,other_citizen,4.1,2004
01/01/2004,female,55-59,overall,390.1,2004
01/01/2004,female,55-59,bumi_malay,183.1,2004
01/01/2004,female,55-59,bumi_other,33.8,2004
01/01/2004,female,55-59,chinese,130.2,2004
01/01/2004,female,55-59,indian,30.1,2004
01/01/2004,female,55-59,other_citizen,2.8,2004
01/01/2004,female,60-64,overall,284.6,2004
01/01/2004,female,60-64,bumi_malay,132.5,2004
01/01/2004,female,60-64,bumi_other,26.2,2004
01/01/2004,female,60-64,chinese,98.1,2004
01/01/2004,female,60-64,indian,19.9,2004
01/01/2004,female,60-64,other_citizen,2,2004
01/01/2004,female,65-69,overall,231.5,2004
01/01/2004,female,65-69,bumi_malay,109.3,2004
01/01/2004,female,65-69,bumi_other,20.6,2004
01/01/2004,female,65-69,chinese,78.6,2004
01/01/2004,female,65-69,indian,16.6,2004
01/01/2004,female,65-69,other_citizen,1.5,2004
01/01/2004,female,70-74,overall,157.9,2004
01/01/2004,female,70-74,bumi_malay,73.7,2004
01/01/2004,female,70-74,bumi_other,14.8,2004
01/01/2004,female,70-74,chinese,53.9,2004
01/01/2004,female,70-74,indian,11,2004
01/01/2004,female,70-74,other_citizen,1,2004
01/01/2004,female,75-79,overall,105.3,2004
01/01/2004,female,75-79,bumi_malay,51.3,2004
01/01/2004,female,75-79,bumi_other,8.7,2004
01/01/2004,female,75-79,chinese,35.9,2004
01/01/2004,female,75-79,indian,5.7,2004
01/01/2004,female,75-79,other_citizen,0.8,2004
01/01/2004,female,80-84,overall,51.1,2004
01/01/2004,female,80-84,bumi_malay,23.2,2004
01/01/2004,female,80-84,bumi_other,4.3,2004
01/01/2004,female,80-84,chinese,18.2,2004
01/01/2004,female,80-84,indian,3.1,2004
01/01/2004,female,80-84,other_citizen,0.4,2004
01/01/2004,female,85+,overall,47.7,2004
01/01/2004,female,85+,bumi_malay,21.9,2004
01/01/2004,female,85+,bumi_other,3.3,2004
01/01/2004,female,85+,chinese,17.6,2004
01/01/2004,female,85+,indian,2.3,2004
01/01/2004,female,85+,other_citizen,0.4,2004
01/01/2004,male,0-4,overall,1339.1,2004
01/01/2004,male,0-4,bumi_malay,762.2,2004
01/01/2004,male,0-4,bumi_other,172.3,2004
01/01/2004,male,0-4,chinese,259.4,2004
01/01/2004,male,0-4,indian,87.6,2004
01/01/2004,male,0-4,other_citizen,21.1,2004
01/01/2004,male,5-9,overall,1410.2,2004
01/01/2004,male,5-9,bumi_malay,790,2004
01/01/2004,male,5-9,bumi_other,179.9,2004
01/01/2004,male,5-9,chinese,275.2,2004
01/01/2004,male,5-9,indian,91.2,2004
01/01/2004,male,5-9,other_citizen,20.8,2004
01/01/2004,male,10-14,overall,1398.4,2004
01/01/2004,male,10-14,bumi_malay,759,2004
01/01/2004,male,10-14,bumi_other,175.2,2004
01/01/2004,male,10-14,chinese,273.7,2004
01/01/2004,male,10-14,indian,89.7,2004
01/01/2004,male,10-14,other_citizen,18.4,2004
01/01/2004,male,15-19,overall,1367.3,2004
01/01/2004,male,15-19,bumi_malay,699.8,2004
01/01/2004,male,15-19,bumi_other,156.9,2004
01/01/2004,male,15-19,chinese,268.4,2004
01/01/2004,male,15-19,indian,91.1,2004
01/01/2004,male,15-19,other_citizen,15.8,2004
01/01/2004,male,20-24,overall,1267.7,2004
01/01/2004,male,20-24,bumi_malay,608.9,2004
01/01/2004,male,20-24,bumi_other,139.6,2004
01/01/2004,male,20-24,chinese,260.1,2004
01/01/2004,male,20-24,indian,84.8,2004
01/01/2004,male,20-24,other_citizen,12.3,2004
01/01/2004,male,25-29,overall,1066.3,2004
01/01/2004,male,25-29,bumi_malay,472.6,2004
01/01/2004,male,25-29,bumi_other,109.8,2004
01/01/2004,male,25-29,chinese,242.3,2004
01/01/2004,male,25-29,indian,74.6,2004
01/01/2004,male,25-29,other_citizen,8.2,2004
01/01/2004,male,30-34,overall,972.4,2004
01/01/2004,male,30-34,bumi_malay,423,2004
01/01/2004,male,30-34,bumi_other,100.5,2004
01/01/2004,male,30-34,chinese,235.9,2004
01/01/2004,male,30-34,indian,69.1,2004
01/01/2004,male,30-34,other_citizen,7,2004
01/01/2004,male,35-39,overall,910.4,2004
01/01/2004,male,35-39,bumi_malay,407.4,2004
01/01/2004,male,35-39,bumi_other,94.6,2004
01/01/2004,male,35-39,chinese,234.4,2004
01/01/2004,male,35-39,indian,66.8,2004
01/01/2004,male,35-39,other_citizen,7.3,2004
01/01/2004,male,40-44,overall,828.1,2004
01/01/2004,male,40-44,bumi_malay,372.8,2004
01/01/2004,male,40-44,bumi_other,82.7,2004
01/01/2004,male,40-44,chinese,228.8,2004
01/01/2004,male,40-44,indian,64.2,2004
01/01/2004,male,40-44,other_citizen,7,2004
01/01/2004,male,45-49,overall,707.5,2004
01/01/2004,male,45-49,bumi_malay,322.4,2004
01/01/2004,male,45-49,bumi_other,66.3,2004
01/01/2004,male,45-49,chinese,212.5,2004
